no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;required_car_parking_space;room_type_reserved;lead_time;arrival_month;arrival_date;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
3;0;2;2;0;Room_Type 4;82;4;16;0;0;0;121.55;1;Canceled
2;0;2;4;0;Room_Type 1;92;7;1;0;0;0;76.5;2;Not_Canceled
1;0;1;1;1;Room_Type 1;0;4;23;0;0;0;123;0;Not_Canceled
1;0;0;1;1;Room_Type 1;2;5;11;1;0;7;67;0;Not_Canceled
2;0;2;1;1;Room_Type 1;166;8;6;0;0;0;103.5;1;Canceled
2;0;1;2;0;Room_Type 1;56;11;14;0;0;0;75;0;Not_Canceled
2;0;2;1;0;Room_Type 1;103;7;18;0;0;0;94.5;0;Canceled
2;0;2;1;0;Room_Type 1;102;10;2;0;0;0;108;1;Not_Canceled
1;0;0;1;0;Room_Type 1;16;4;20;1;0;2;95;0;Not_Canceled
2;0;0;2;0;Room_Type 1;68;9;29;0;0;0;65;0;Not_Canceled
1;0;1;2;0;Room_Type 6;17;10;10;0;0;0;176.33;1;Not_Canceled
2;0;0;2;0;Room_Type 1;100;7;31;0;0;0;55.96;1;Not_Canceled
2;0;0;2;0;Room_Type 1;5;5;24;0;0;0;110;1;Not_Canceled
2;0;0;4;0;Room_Type 4;101;5;25;0;0;0;132.6;0;Not_Canceled
2;0;0;2;0;Room_Type 1;6;1;15;0;0;0;69.5;1;Not_Canceled
2;0;1;0;0;Room_Type 1;0;5;9;0;0;0;89;0;Not_Canceled
2;0;2;3;0;Room_Type 1;26;9;25;0;0;0;84.14;1;Not_Canceled
2;0;2;5;0;Room_Type 1;86;8;4;0;0;0;85;0;Not_Canceled
2;0;1;2;0;Room_Type 1;25;7;8;0;0;0;85;0;Not_Canceled
2;0;2;1;0;Room_Type 1;41;12;27;0;0;0;65.02;0;Not_Canceled
1;0;0;1;1;Room_Type 1;0;3;10;1;0;3;50;1;Not_Canceled
2;1;1;3;0;Room_Type 1;179;8;25;0;0;0;98.25;1;Canceled
2;0;0;2;0;Room_Type 1;17;10;16;0;0;0;48;0;Not_Canceled
2;0;0;2;0;Room_Type 1;64;1;19;0;0;0;65.36;2;Not_Canceled
2;0;0;2;0;Room_Type 1;13;1;15;0;0;0;89;2;Not_Canceled
2;0;0;3;0;Room_Type 4;72;4;26;0;0;0;109.8;0;Canceled
2;0;0;2;0;Room_Type 1;96;12;2;0;0;0;79.2;2;Not_Canceled
1;0;0;1;0;Room_Type 1;1;9;20;0;0;0;169;1;Not_Canceled
2;0;0;3;0;Room_Type 1;143;8;25;0;0;0;100;0;Not_Canceled
1;0;2;1;0;Room_Type 1;116;2;28;0;0;0;61;0;Canceled
2;0;0;4;0;Room_Type 4;94;5;17;0;0;0;132.6;1;Not_Canceled
2;0;1;4;0;Room_Type 4;51;11;4;0;0;0;102.6;1;Not_Canceled
2;0;0;2;0;Room_Type 1;94;8;23;0;0;0;117.9;0;Canceled
2;0;2;2;0;Room_Type 1;18;11;20;0;0;0;61.53;1;Not_Canceled
2;0;0;4;0;Room_Type 1;16;3;9;0;0;0;100;2;Not_Canceled
2;0;0;1;0;Room_Type 1;33;6;9;0;0;0;98.1;0;Canceled
2;1;1;0;0;Room_Type 4;105;8;7;0;0;0;99.28;0;Canceled
2;0;1;3;0;Room_Type 1;73;10;26;0;0;0;89.25;1;Not_Canceled
1;0;2;2;0;Room_Type 1;229;10;22;0;0;0;80.75;0;Canceled
2;0;0;1;0;Room_Type 4;2;9;22;0;0;0;210;2;Not_Canceled
2;0;2;7;0;Room_Type 1;199;8;11;0;0;0;97.56;0;Canceled
2;0;2;2;0;Room_Type 4;85;5;15;0;0;0;132.6;1;Not_Canceled
1;0;0;1;0;Room_Type 7;0;12;10;0;0;0;0;0;Not_Canceled
1;0;0;1;0;Room_Type 1;0;2;3;0;0;0;79;0;Not_Canceled
3;0;2;5;0;Room_Type 4;84;7;31;0;0;0;151.59;1;Not_Canceled
2;0;2;3;0;Room_Type 1;303;8;19;0;0;0;78;0;Canceled
2;0;2;2;0;Room_Type 1;46;11;12;0;0;0;75;0;Not_Canceled
2;0;1;1;0;Room_Type 1;180;5;2;0;0;0;100;1;Not_Canceled
3;0;1;0;0;Room_Type 4;14;5;29;0;0;0;147;1;Not_Canceled
2;0;0;3;0;Room_Type 1;24;3;29;0;0;0;134.33;0;Canceled
2;1;2;2;0;Room_Type 1;42;3;20;0;0;0;113.6;0;Canceled
1;0;0;1;0;Room_Type 1;15;6;14;0;0;0;95;1;Not_Canceled
3;0;2;3;0;Room_Type 4;4;8;28;0;0;0;113.96;1;Not_Canceled
1;0;0;1;0;Room_Type 1;75;12;9;0;0;0;65;1;Not_Canceled
2;0;1;4;0;Room_Type 4;109;11;21;0;0;0;97.75;2;Not_Canceled
2;1;0;3;0;Room_Type 1;105;6;8;0;0;0;143.1;0;Canceled
2;0;0;1;0;Room_Type 1;83;9;1;0;0;0;112.8;0;Not_Canceled
2;0;1;2;0;Room_Type 1;418;9;26;0;0;0;107;0;Canceled
2;0;1;4;0;Room_Type 1;26;12;21;0;0;0;102.72;0;Canceled
1;0;0;4;0;Room_Type 1;92;10;7;0;0;0;65;0;Not_Canceled
1;0;1;2;0;Room_Type 5;283;12;5;0;0;0;106;0;Not_Canceled
2;0;0;2;0;Room_Type 1;35;10;28;0;0;0;109;2;Not_Canceled
2;0;1;2;0;Room_Type 1;338;10;7;0;0;0;90.67;1;Not_Canceled
1;0;2;1;0;Room_Type 1;1;2;28;0;0;0;60;0;Canceled
2;0;1;0;0;Room_Type 1;0;10;10;0;0;0;123.2;1;Not_Canceled
2;0;2;1;0;Room_Type 1;16;9;13;0;0;0;105;2;Not_Canceled
2;2;0;2;0;Room_Type 6;92;7;14;0;0;0;177.3;0;Canceled
2;0;2;0;0;Room_Type 1;30;9;25;0;0;0;89.1;0;Canceled
2;0;0;1;0;Room_Type 1;92;11;11;0;0;0;90;0;Not_Canceled
2;0;2;1;0;Room_Type 1;41;3;13;0;0;0;85.67;0;Not_Canceled
2;0;1;3;0;Room_Type 1;322;5;19;0;0;0;80;0;Canceled
2;0;0;3;0;Room_Type 5;11;12;29;0;0;0;157.67;0;Not_Canceled
1;0;1;3;0;Room_Type 1;7;12;19;1;1;6;79;3;Not_Canceled
1;0;0;1;0;Room_Type 1;21;3;4;0;0;0;85;0;Canceled
2;0;0;3;0;Room_Type 1;85;6;30;0;0;0;103.5;0;Canceled
2;0;0;3;0;Room_Type 1;16;12;29;0;0;0;120;1;Not_Canceled
2;0;1;1;1;Room_Type 1;15;8;13;0;0;0;84;1;Not_Canceled
2;0;2;2;0;Room_Type 1;231;8;21;0;0;0;90.95;1;Not_Canceled
2;2;0;4;0;Room_Type 6;1;8;11;0;0;0;153;1;Not_Canceled
2;0;2;0;0;Room_Type 1;386;10;23;0;0;0;115;1;Canceled
2;0;2;3;0;Room_Type 4;55;9;11;0;0;0;106.24;0;Not_Canceled
2;0;1;3;0;Room_Type 4;9;6;27;0;0;0;194;2;Not_Canceled
2;0;1;3;0;Room_Type 1;64;11;7;0;0;0;121.72;0;Not_Canceled
3;0;1;0;0;Room_Type 4;74;10;31;0;0;0;123.3;0;Not_Canceled
2;1;1;1;0;Room_Type 1;60;4;30;0;0;0;114.57;0;Not_Canceled
2;0;1;2;0;Room_Type 1;133;4;29;0;0;0;88.5;0;Canceled
2;0;0;3;0;Room_Type 1;90;4;12;0;0;0;96.3;2;Not_Canceled
2;0;1;1;0;Room_Type 1;33;1;25;0;0;0;64;0;Not_Canceled
2;0;0;4;0;Room_Type 1;225;10;5;0;0;0;92.65;1;Canceled
2;0;2;5;0;Room_Type 4;355;12;26;0;0;0;87.31;0;Canceled
2;0;1;3;0;Room_Type 4;103;5;5;0;0;0;95.88;1;Not_Canceled
2;1;0;3;0;Room_Type 1;15;3;24;0;0;0;165.67;2;Not_Canceled
1;0;0;2;0;Room_Type 1;29;9;30;0;0;0;90.25;2;Not_Canceled
2;0;0;1;0;Room_Type 1;55;4;6;0;0;0;104;0;Not_Canceled
2;2;0;1;0;Room_Type 6;173;7;8;0;0;0;168.3;2;Canceled
2;0;0;2;0;Room_Type 1;22;5;20;0;0;0;140;0;Not_Canceled
2;0;2;2;0;Room_Type 1;98;8;14;0;0;0;78.35;1;Not_Canceled
2;0;2;1;0;Room_Type 4;172;9;18;0;0;0;90.95;1;Not_Canceled
2;0;2;3;0;Room_Type 4;189;7;17;0;0;0;99.45;1;Not_Canceled
2;0;0;2;0;Room_Type 4;13;5;6;0;0;0;156;0;Not_Canceled
3;0;1;5;0;Room_Type 4;128;10;18;0;0;0;151.2;1;Not_Canceled
1;0;1;3;0;Room_Type 1;21;3;14;0;0;0;85;1;Not_Canceled
2;0;4;6;0;Room_Type 4;3;2;27;0;0;0;150.8;0;Canceled
2;0;1;3;0;Room_Type 1;186;7;21;0;0;0;90.95;1;Not_Canceled
3;0;0;2;0;Room_Type 4;172;7;28;0;0;0;137.7;1;Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;101.5;0;Not_Canceled
2;0;2;4;0;Room_Type 4;26;12;4;0;0;0;114;1;Not_Canceled
2;0;0;2;0;Room_Type 1;32;11;20;0;0;0;85;0;Not_Canceled
2;0;2;3;0;Room_Type 1;115;10;22;0;0;0;107.64;3;Not_Canceled
2;2;0;3;0;Room_Type 6;53;4;28;0;0;0;192;0;Not_Canceled
2;0;0;2;0;Room_Type 1;16;11;17;0;0;0;89;1;Not_Canceled
3;0;0;1;0;Room_Type 1;8;11;5;0;0;0;160;0;Not_Canceled
2;1;0;1;0;Room_Type 1;37;8;17;0;0;0;164.25;0;Canceled
2;2;0;1;0;Room_Type 6;1;12;1;0;0;0;174;0;Not_Canceled
2;0;1;1;1;Room_Type 4;25;5;21;0;0;0;155;1;Not_Canceled
2;0;0;3;0;Room_Type 1;144;6;2;0;0;0;95.4;0;Not_Canceled
2;0;2;2;0;Room_Type 1;115;12;18;0;0;0;88.4;2;Not_Canceled
2;0;2;1;0;Room_Type 1;306;8;14;0;0;0;95.4;3;Not_Canceled
1;0;0;3;0;Room_Type 1;151;1;19;0;0;0;80;0;Not_Canceled
2;0;4;11;1;Room_Type 1;103;6;28;0;0;0;116.38;0;Canceled
2;0;2;1;0;Room_Type 1;5;2;13;0;0;0;79;0;Canceled
1;0;0;1;0;Room_Type 1;9;2;27;0;0;0;80;0;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;109;0;Not_Canceled
1;0;2;1;0;Room_Type 1;23;1;2;0;0;0;79;0;Not_Canceled
2;0;0;1;0;Room_Type 1;0;4;23;0;0;0;90.78;0;Not_Canceled
1;0;2;2;0;Room_Type 1;39;11;27;0;0;0;65;0;Not_Canceled
2;0;1;1;0;Room_Type 1;18;12;31;0;0;0;129;1;Not_Canceled
2;0;1;2;0;Room_Type 1;161;3;25;0;0;0;130;0;Canceled
2;0;2;7;0;Room_Type 1;193;7;13;0;0;0;90.95;0;Canceled
2;0;1;3;0;Room_Type 4;36;10;29;0;0;0;71.25;0;Not_Canceled
2;0;2;0;0;Room_Type 1;31;11;27;0;0;0;88;1;Not_Canceled
2;0;2;4;0;Room_Type 1;9;9;3;0;0;0;122.33;2;Not_Canceled
2;0;0;4;0;Room_Type 4;67;10;19;0;0;0;117.6;0;Canceled
2;0;0;4;0;Room_Type 1;63;3;30;0;0;0;54.46;0;Not_Canceled
1;0;2;4;0;Room_Type 1;245;7;6;0;0;0;110;0;Canceled
2;0;2;0;0;Room_Type 1;75;10;30;0;0;0;105;0;Canceled
2;0;1;2;0;Room_Type 1;63;6;20;0;0;0;99.9;1;Not_Canceled
1;0;2;4;0;Room_Type 1;42;11;30;0;0;0;48.5;1;Not_Canceled
2;0;0;3;0;Room_Type 1;104;6;9;0;0;0;126.9;0;Canceled
1;0;2;4;0;Room_Type 1;81;10;16;0;0;0;76.5;0;Not_Canceled
2;2;0;1;1;Room_Type 6;20;8;19;0;0;0;240;1;Not_Canceled
2;0;2;0;0;Room_Type 1;29;4;24;0;0;0;85.59;1;Not_Canceled
1;0;0;2;0;Room_Type 1;26;3;30;0;0;0;99.2;0;Not_Canceled
2;0;1;3;1;Room_Type 1;82;7;25;0;0;0;103.5;1;Not_Canceled
2;0;0;2;0;Room_Type 1;5;5;24;0;0;0;110;1;Not_Canceled
2;2;1;3;0;Room_Type 6;44;9;15;0;0;0;187.11;0;Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
2;0;0;4;0;Room_Type 1;40;8;31;0;0;0;85.5;0;Not_Canceled
2;2;2;0;0;Room_Type 5;10;7;3;0;0;0;35;3;Not_Canceled
1;0;0;1;0;Room_Type 1;2;6;22;0;0;0;124;0;Not_Canceled
2;0;0;2;0;Room_Type 1;265;6;24;0;0;0;115;1;Canceled
2;0;1;2;0;Room_Type 1;418;9;26;0;0;0;75;0;Canceled
1;0;1;2;0;Room_Type 1;290;6;17;0;0;0;65;1;Not_Canceled
2;0;1;1;0;Room_Type 4;170;6;27;0;0;0;105.3;1;Canceled
2;0;1;2;0;Room_Type 1;49;11;4;0;0;0;112;0;Not_Canceled
3;0;1;2;0;Room_Type 4;102;8;19;0;0;0;152.1;3;Not_Canceled
2;0;0;2;0;Room_Type 4;60;9;29;0;0;0;149.77;3;Not_Canceled
2;0;1;5;0;Room_Type 1;79;4;4;0;0;0;67.85;1;Not_Canceled
2;0;2;5;0;Room_Type 1;177;8;22;0;0;0;84.39;0;Canceled
2;0;1;4;0;Room_Type 1;11;7;25;0;0;0;85;0;Not_Canceled
2;0;0;3;0;Room_Type 1;37;10;13;0;0;0;105;0;Not_Canceled
2;0;2;1;0;Room_Type 1;86;4;2;0;0;0;76.5;1;Canceled
2;0;0;2;0;Room_Type 1;80;11;20;0;0;0;72.25;2;Not_Canceled
2;0;1;2;0;Room_Type 1;33;2;5;0;0;0;80.3;1;Not_Canceled
2;0;1;2;0;Room_Type 1;45;6;20;0;0;0;101.7;1;Not_Canceled
2;2;0;1;0;Room_Type 6;47;5;26;0;0;0;198.9;2;Not_Canceled
2;0;2;0;0;Room_Type 1;175;9;18;0;0;0;126.9;0;Canceled
1;0;0;0;0;Room_Type 1;22;12;16;0;0;0;0;0;Not_Canceled
2;0;0;3;0;Room_Type 1;82;3;31;0;0;0;68.42;0;Not_Canceled
2;0;0;3;0;Room_Type 1;16;9;27;0;0;0;103.36;1;Not_Canceled
2;0;0;1;0;Room_Type 1;92;11;11;0;0;0;90;0;Not_Canceled
2;2;2;4;0;Room_Type 6;95;10;29;0;0;0;156.45;1;Canceled
2;0;1;1;0;Room_Type 1;175;7;23;0;0;0;85.5;1;Not_Canceled
1;0;0;1;0;Room_Type 1;64;4;1;0;0;0;80.1;0;Not_Canceled
2;0;0;2;0;Room_Type 1;377;10;14;0;0;0;115;1;Canceled
0;2;2;1;0;Room_Type 2;21;8;20;0;0;0;109.83;2;Not_Canceled
3;0;0;3;0;Room_Type 4;56;3;29;0;0;0;123.3;1;Canceled
1;0;0;1;0;Room_Type 1;59;1;28;0;0;0;80;0;Not_Canceled
2;1;0;1;0;Room_Type 1;0;1;30;0;0;0;77.6;0;Not_Canceled
2;0;0;4;0;Room_Type 1;177;8;19;0;0;0;76.5;2;Not_Canceled
2;0;1;1;0;Room_Type 4;10;5;21;0;0;0;107;0;Not_Canceled
2;0;0;4;0;Room_Type 1;6;8;12;0;0;0;90;2;Not_Canceled
1;0;0;1;0;Room_Type 1;10;3;31;0;0;0;95;0;Canceled
2;0;2;2;0;Room_Type 1;67;11;25;0;0;0;75;0;Not_Canceled
2;0;2;0;0;Room_Type 1;12;9;25;0;0;0;149;0;Canceled
2;0;0;3;0;Room_Type 1;308;11;23;0;0;0;78.3;2;Canceled
1;0;1;0;0;Room_Type 1;1;1;18;0;0;0;80;0;Not_Canceled
2;0;1;3;0;Room_Type 1;21;12;19;0;0;0;88.4;0;Not_Canceled
1;0;0;2;0;Room_Type 1;4;5;31;0;0;0;121;0;Not_Canceled
1;0;0;2;0;Room_Type 1;164;10;2;0;0;0;100;0;Not_Canceled
2;0;2;1;0;Room_Type 1;25;5;21;0;0;0;127.67;0;Canceled
2;0;1;1;0;Room_Type 4;14;8;15;0;0;0;166;1;Not_Canceled
2;0;0;4;0;Room_Type 1;113;3;29;0;0;0;61.25;0;Not_Canceled
3;0;1;5;0;Room_Type 1;200;9;20;0;0;0;150.45;0;Canceled
1;0;2;2;0;Room_Type 1;20;9;18;0;0;0;90;0;Canceled
2;0;0;1;0;Room_Type 1;8;11;5;0;0;0;130;0;Not_Canceled
2;0;0;2;0;Room_Type 1;146;6;3;0;0;0;106.2;1;Not_Canceled
2;0;2;2;0;Room_Type 1;19;12;5;1;1;0;69;0;Not_Canceled
2;0;1;3;0;Room_Type 1;101;8;22;0;0;0;72.25;1;Not_Canceled
2;0;1;2;0;Room_Type 1;315;9;30;0;0;0;160;0;Canceled
2;0;0;3;0;Room_Type 1;276;9;22;0;0;0;95;0;Canceled
1;0;0;2;0;Room_Type 1;12;10;20;0;0;0;130;0;Not_Canceled
2;0;0;1;0;Room_Type 1;25;9;16;0;0;0;139;0;Canceled
2;0;0;1;0;Room_Type 1;4;8;20;0;0;0;121.6;0;Canceled
2;0;2;1;0;Room_Type 1;100;5;1;0;0;0;105.3;1;Not_Canceled
1;0;2;2;0;Room_Type 4;10;9;30;1;2;1;110;0;Not_Canceled
3;0;2;5;0;Room_Type 4;24;7;9;0;0;0;184.33;2;Not_Canceled
1;0;1;4;0;Room_Type 1;18;6;13;0;0;0;92.4;1;Not_Canceled
2;0;0;3;0;Room_Type 1;0;9;9;0;0;0;152;2;Not_Canceled
2;0;2;2;0;Room_Type 4;126;1;8;0;0;0;87;1;Not_Canceled
2;0;1;2;0;Room_Type 1;147;12;5;0;0;0;90;0;Canceled
1;0;2;1;0;Room_Type 1;67;12;5;0;0;0;95.4;1;Not_Canceled
2;0;0;3;0;Room_Type 2;40;1;14;0;0;0;77.55;1;Not_Canceled
2;0;0;3;0;Room_Type 1;126;8;3;0;0;0;72.25;0;Canceled
2;0;0;2;0;Room_Type 1;1;4;8;0;0;0;0;0;Not_Canceled
2;0;0;1;0;Room_Type 1;8;11;5;0;0;0;130;0;Not_Canceled
2;0;0;4;0;Room_Type 4;19;11;11;0;0;0;99.45;1;Not_Canceled
2;0;0;3;0;Room_Type 1;304;11;3;0;0;0;89;0;Canceled
2;0;1;2;0;Room_Type 1;84;10;21;0;0;0;80.75;2;Not_Canceled
1;0;2;4;0;Room_Type 1;69;6;12;0;0;0;120;0;Canceled
1;0;0;2;0;Room_Type 1;95;4;5;0;0;0;72.8;0;Canceled
2;0;1;2;0;Room_Type 1;305;11;4;0;0;0;89;0;Canceled
2;0;2;3;0;Room_Type 4;170;8;11;0;0;0;112.2;1;Canceled
2;0;2;1;0;Room_Type 1;145;8;29;0;0;0;94.5;0;Not_Canceled
2;0;1;3;0;Room_Type 4;83;3;24;0;0;0;93.6;0;Canceled
2;0;2;3;0;Room_Type 4;256;10;16;0;0;0;103.7;0;Canceled
2;1;0;2;0;Room_Type 1;138;7;14;0;0;0;121.5;1;Not_Canceled
2;0;1;3;0;Room_Type 4;35;10;3;0;0;0;139.5;0;Canceled
2;0;1;3;0;Room_Type 1;19;5;30;0;0;0;100.73;0;Not_Canceled
2;0;2;5;0;Room_Type 4;138;5;21;0;0;0;117.91;1;Canceled
2;0;2;1;0;Room_Type 1;41;3;27;0;0;0;107;1;Not_Canceled
2;0;1;3;0;Room_Type 2;63;2;15;0;0;0;65.66;1;Not_Canceled
2;0;1;1;0;Room_Type 1;35;10;26;0;0;0;76.5;1;Not_Canceled
2;0;1;4;1;Room_Type 1;142;8;8;0;0;0;116.95;1;Not_Canceled
2;0;2;5;0;Room_Type 1;185;7;18;0;0;0;90.95;0;Canceled
2;0;0;3;0;Room_Type 1;85;12;8;0;0;0;75;0;Not_Canceled
1;0;1;2;0;Room_Type 1;14;11;14;0;0;0;88;1;Not_Canceled
1;0;0;2;0;Room_Type 1;34;10;25;0;0;0;109;1;Not_Canceled
1;0;0;5;0;Room_Type 1;77;8;23;0;0;0;108.65;2;Not_Canceled
2;0;6;14;0;Room_Type 1;11;11;18;0;0;0;75.86;0;Canceled
2;0;1;3;0;Room_Type 1;63;6;20;0;0;0;99.9;3;Not_Canceled
3;0;0;1;0;Room_Type 4;28;6;21;0;0;0;147;2;Not_Canceled
2;0;0;1;0;Room_Type 1;46;3;24;0;0;0;99;0;Canceled
1;0;1;5;0;Room_Type 1;43;3;8;0;0;0;68.47;0;Canceled
2;0;0;3;0;Room_Type 4;0;11;24;0;0;0;74.54;0;Not_Canceled
2;0;2;1;0;Room_Type 4;27;11;12;0;0;0;119.33;1;Not_Canceled
2;0;1;3;0;Room_Type 1;210;8;15;0;0;0;90.95;1;Not_Canceled
1;0;1;0;1;Room_Type 1;0;11;14;1;0;1;67;0;Not_Canceled
3;0;0;4;0;Room_Type 4;84;7;13;0;0;0;137.7;0;Canceled
2;0;2;3;0;Room_Type 1;44;8;28;0;0;0;85.5;3;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;109;0;Not_Canceled
2;0;1;0;0;Room_Type 1;51;9;4;0;0;0;109.8;2;Not_Canceled
2;0;0;2;0;Room_Type 1;301;11;18;0;0;0;52;0;Canceled
3;0;2;0;0;Room_Type 4;42;7;24;0;0;0;168.3;1;Not_Canceled
1;0;2;0;0;Room_Type 1;386;10;23;0;0;0;90;1;Not_Canceled
2;0;0;3;0;Room_Type 4;73;6;16;0;0;0;149.4;1;Not_Canceled
1;0;0;2;0;Room_Type 1;39;8;14;0;0;0;87;0;Not_Canceled
2;0;1;2;0;Room_Type 1;305;11;4;0;0;0;89;0;Canceled
3;0;1;1;0;Room_Type 4;39;11;19;0;0;0;140;2;Not_Canceled
2;0;1;0;0;Room_Type 1;1;4;17;0;0;0;89;2;Not_Canceled
3;0;0;2;0;Room_Type 4;12;2;26;0;0;0;127;1;Canceled
2;0;0;4;0;Room_Type 1;156;11;16;0;0;0;85;1;Canceled
2;0;0;3;0;Room_Type 4;137;4;21;0;0;0;105.3;0;Not_Canceled
1;1;0;3;0;Room_Type 2;130;5;5;0;0;0;194.85;0;Not_Canceled
2;0;0;3;0;Room_Type 1;16;12;29;0;0;0;138;1;Not_Canceled
3;0;0;4;0;Room_Type 4;51;11;1;0;0;0;144;1;Not_Canceled
2;0;2;5;0;Room_Type 4;104;10;11;0;0;0;132.3;0;Canceled
2;0;2;1;0;Room_Type 1;35;3;13;0;0;0;81.9;0;Not_Canceled
2;0;0;2;0;Room_Type 1;74;9;18;0;0;0;101.5;0;Not_Canceled
2;0;0;1;0;Room_Type 1;34;9;23;0;0;0;206;0;Canceled
2;0;0;4;0;Room_Type 1;2;5;31;0;0;0;118.76;0;Not_Canceled
2;0;0;4;0;Room_Type 4;183;9;21;0;0;0;102.1;1;Canceled
2;0;0;2;0;Room_Type 1;377;10;14;0;0;0;115;1;Canceled
2;0;2;4;0;Room_Type 1;327;9;9;0;0;0;88;0;Not_Canceled
1;0;0;1;0;Room_Type 1;2;12;15;1;0;1;81;1;Not_Canceled
2;0;0;2;0;Room_Type 1;122;5;12;0;0;0;114.3;0;Canceled
1;0;1;0;0;Room_Type 1;76;10;10;0;0;0;120;0;Canceled
1;0;1;1;0;Room_Type 1;6;9;7;0;0;0;104.5;2;Not_Canceled
2;0;0;1;0;Room_Type 1;55;4;6;0;0;0;104;0;Not_Canceled
1;0;1;2;1;Room_Type 1;11;4;11;0;0;0;104;0;Not_Canceled
2;0;1;0;0;Room_Type 1;210;10;3;0;0;0;83.85;1;Not_Canceled
1;0;0;3;0;Room_Type 1;31;12;8;0;0;0;67.68;0;Not_Canceled
2;0;1;2;0;Room_Type 1;268;10;28;0;0;0;96.3;2;Not_Canceled
2;0;1;2;0;Room_Type 1;315;9;30;0;0;0;160;0;Canceled
2;0;2;1;0;Room_Type 2;278;7;16;0;0;0;94.95;0;Canceled
2;0;1;2;0;Room_Type 4;12;9;5;0;0;0;154;0;Canceled
2;0;0;1;0;Room_Type 1;4;2;16;0;0;0;79;0;Not_Canceled
2;0;2;1;0;Room_Type 1;15;12;3;0;0;0;119;0;Not_Canceled
2;0;2;1;0;Room_Type 1;7;10;29;0;0;0;146.67;1;Not_Canceled
1;0;1;1;0;Room_Type 1;6;10;17;0;0;0;95;0;Not_Canceled
2;0;1;3;0;Room_Type 1;13;2;1;0;0;0;66;0;Not_Canceled
2;0;0;1;0;Room_Type 1;19;11;25;0;0;0;104;2;Not_Canceled
2;0;2;1;0;Room_Type 1;64;4;17;0;0;0;99.3;1;Not_Canceled
2;0;0;3;0;Room_Type 1;65;4;26;0;0;0;105.9;0;Canceled
2;0;0;2;0;Room_Type 1;18;7;15;0;0;0;139;1;Canceled
1;0;1;2;0;Room_Type 1;20;9;19;0;0;0;119;0;Not_Canceled
1;0;1;2;0;Room_Type 1;219;9;4;0;0;0;76.67;0;Not_Canceled
2;0;1;5;0;Room_Type 1;349;10;4;0;0;0;123.33;0;Canceled
2;0;1;3;0;Room_Type 1;70;6;9;0;0;0;126.9;1;Not_Canceled
2;0;2;4;0;Room_Type 1;83;3;12;0;0;0;48.33;0;Not_Canceled
2;0;1;3;0;Room_Type 4;166;10;3;0;0;0;122.4;1;Canceled
2;0;1;0;0;Room_Type 1;2;5;8;0;0;0;89;1;Not_Canceled
2;0;0;4;0;Room_Type 1;74;4;13;0;0;0;99.45;1;Not_Canceled
2;0;1;3;0;Room_Type 1;108;12;21;0;0;0;72.25;3;Not_Canceled
1;0;0;2;0;Room_Type 1;22;9;3;0;0;0;95;2;Not_Canceled
2;0;2;1;0;Room_Type 1;16;8;21;0;0;0;129;2;Not_Canceled
1;0;0;3;0;Room_Type 1;113;5;31;0;0;0;100;0;Canceled
2;1;1;3;0;Room_Type 1;6;2;4;0;0;0;109;1;Canceled
2;0;0;2;0;Room_Type 1;8;11;25;0;0;0;90;1;Not_Canceled
2;0;1;3;0;Room_Type 1;66;11;7;0;0;0;179.1;2;Not_Canceled
2;0;1;2;0;Room_Type 1;207;12;30;0;0;0;95;0;Not_Canceled
1;0;2;7;0;Room_Type 1;111;2;23;0;0;0;60;0;Canceled
2;0;1;2;0;Room_Type 1;161;3;25;0;0;0;130;0;Canceled
2;0;0;2;0;Room_Type 1;15;2;25;0;0;0;93;0;Not_Canceled
2;0;0;3;0;Room_Type 1;12;8;5;0;0;0;65;0;Not_Canceled
1;0;1;3;0;Room_Type 1;4;3;7;0;0;0;88;0;Not_Canceled
2;0;0;3;0;Room_Type 1;44;2;17;0;0;0;75;0;Not_Canceled
2;0;1;3;0;Room_Type 1;75;3;17;0;0;0;80;0;Canceled
3;0;2;2;0;Room_Type 4;117;7;16;0;0;0;130.05;2;Not_Canceled
2;0;1;4;0;Room_Type 4;137;10;3;0;0;0;132.3;2;Not_Canceled
2;0;2;1;0;Room_Type 1;39;5;21;0;0;0;126.9;0;Canceled
2;0;2;1;0;Room_Type 4;199;7;23;0;0;0;105.3;2;Canceled
2;0;2;4;0;Room_Type 1;116;12;23;0;0;0;88.4;1;Not_Canceled
2;0;0;2;0;Room_Type 1;74;9;18;0;0;0;109;0;Not_Canceled
2;0;0;1;0;Room_Type 1;43;10;23;0;0;0;0;0;Not_Canceled
2;0;2;2;0;Room_Type 1;7;9;9;0;0;0;134;1;Not_Canceled
2;0;1;0;0;Room_Type 1;4;2;14;0;0;0;60.4;0;Canceled
3;0;1;1;0;Room_Type 4;79;4;25;0;0;0;115.6;1;Not_Canceled
1;0;1;0;0;Room_Type 1;86;6;26;1;0;5;65;0;Not_Canceled
